target,MAE,RMSE,split
gpu_temp_c,0.020682738473764308,0.029527254895048136,train
__overall__,0.020682738473764308,0.029527254895048136,train
gpu_temp_c,0.10365808905379757,0.17287616161444008,val
__overall__,0.10365808905379757,0.17287616161444008,val
gpu_temp_c,0.09338932344762076,0.15891690325137978,test
__overall__,0.09338932344762076,0.15891690325137978,test
