timesteps,actor_param_norm,critic0_param_norm,critic1_param_norm,critic_loss
46000,40.49704236979596,28.54764775186777,28.54764775186777,3.018513052666094e-05
47000,40.85877245433949,28.593752574175596,28.593752574175596,2.1953728719381616e-05
48000,41.179161779000424,28.64175334572792,28.64175334572792,1.5309116861317307e-05
49000,41.47771412064321,28.69761696085334,28.69761696085334,1.9263408830738626e-05
50000,41.77218831866048,28.75449850782752,28.75449850782752,4.8868299927562475e-05
51000,42.05959349335171,28.80615447089076,28.80615447089076,4.8274134314851835e-05
52000,42.30241090245545,28.8590799421072,28.8590799421072,3.198557533323765e-05
53000,42.56489394791424,28.91472191736102,28.91472191736102,2.3541473638033494e-05
54000,42.8242804473266,28.975663878023624,28.975663878023624,2.2681218979414552e-05
55000,43.08439090847969,29.029281374067068,29.029281374067068,1.902144867926836e-05
56000,43.387112450785935,29.07772670686245,29.07772670686245,1.3821701031702105e-05
57000,43.61796447914094,29.123261231929064,29.123261231929064,3.611257125157863e-05
58000,43.852635072078556,29.168189853429794,29.168189853429794,5.017928924644366e-05
59000,44.09728946350515,29.228271447122097,29.228271447122097,1.835256625781767e-05
60000,44.383516318164766,29.279451187700033,29.279451187700033,4.4705513573717326e-05
61000,44.5855621737428,29.328111115843058,29.328111115843058,5.82243810640648e-05
62000,44.81913440488279,29.37921331822872,29.37921331822872,8.724075087229721e-06
63000,45.02799307741225,29.434870719909668,29.434870719909668,5.48630123375915e-05
64000,45.23176731169224,29.494410142302513,29.494410142302513,1.777155921445228e-05
65000,45.452470706542954,29.540556959807873,29.540556959807873,4.293567326385528e-05
66000,45.67346676392481,29.602850794792175,29.602850794792175,6.163858051877469e-05
67000,45.85494675382506,29.652180440723896,29.652180440723896,1.2930246157338843e-05
68000,46.0766310840263,29.70323272049427,29.70323272049427,2.676475742191542e-05
69000,46.276129002450034,29.752035297453403,29.752035297453403,1.3046528692939319e-05
70000,46.461727344663814,29.803496718406677,29.803496718406677,1.9405912098591216e-05
71000,46.63600169471465,29.856724709272385,29.856724709272385,1.2955247257195879e-05
72000,46.80775563418865,29.915841177105904,29.915841177105904,1.5788607925060205e-05
73000,46.99787891283631,29.98033729940653,29.98033729940653,5.409877121564932e-05
74000,47.219837286975235,30.04236103221774,30.04236103221774,3.503252810332924e-05
75000,47.42403809167445,30.104536175727844,30.104536175727844,2.49332697421778e-05
76000,47.633644530549645,30.159175872802734,30.159175872802734,1.700295979389921e-05
77000,47.80894024763256,30.225042670965195,30.225042670965195,1.3173010302125476e-05
78000,47.96892268769443,30.27945314720273,30.27945314720273,1.0794112313305959e-05
79000,48.16409567836672,30.337656807154417,30.337656807154417,4.294895188650116e-05
80000,48.375762332230806,30.40161542966962,30.40161542966962,5.236126889940351e-05
81000,48.544483938254416,30.460979141294956,30.460979141294956,3.3794618502724916e-05
82000,48.71574084274471,30.544299229979515,30.544299229979515,1.0470496818015818e-05
83000,48.88812127476558,30.59751234203577,30.59751234203577,7.371202627837192e-06
84000,49.09142309613526,30.6624056994915,30.6624056994915,1.4955094229662791e-05
85000,49.29212653916329,30.728468414396048,30.728468414396048,1.1117144822492264e-05
86000,49.469172375276685,30.7843821272254,30.7843821272254,6.404723535524681e-06
87000,49.64560911990702,30.85227746888995,30.85227746888995,8.767834515310824e-06
88000,49.8095309403725,30.913347855210304,30.913347855210304,6.568457592948107e-06
89000,49.95918736886233,30.97827262431383,30.97827262431383,1.890624116640538e-05
90000,50.155402606818825,31.051047034561634,31.051047034561634,1.529119435872417e-05
91000,50.33070519566536,31.122674763202667,31.122674763202667,1.0912313882727176e-05
92000,50.51026738341898,31.187130518257618,31.187130518257618,8.557324690627865e-06
93000,50.679299847222865,31.251814529299736,31.251814529299736,3.335026485729031e-05
94000,50.88384220190346,31.327309787273407,31.327309787273407,4.106525011593476e-05
95000,51.059664096683264,31.396116368472576,31.396116368472576,1.352350227534771e-05
96000,51.27277305163443,31.451369047164917,31.451369047164917,1.5872743460931815e-05
97000,51.44568159431219,31.518955133855343,31.518955133855343,1.3152049177733716e-05
98000,51.61924814246595,31.59313377737999,31.59313377737999,9.673867680248804e-06
99000,51.78903993405402,31.654504224658012,31.654504224658012,3.5299126466270536e-05
100000,51.92889225482941,31.717111475765705,31.717111475765705,1.0112422387464903e-05
101000,52.1086287740618,31.780250757932663,31.780250757932663,1.094798972189892e-05
102000,52.29866621829569,31.85358413308859,31.85358413308859,2.26677002501674e-05
103000,52.425330029800534,31.92522394657135,31.92522394657135,7.338911927945446e-06
104000,52.57704561948776,31.989240489900112,31.989240489900112,1.2604595212906133e-05
105000,52.746573915705085,32.0543944388628,32.0543944388628,9.41388680075761e-06
106000,52.89112773351371,32.11896400153637,32.11896400153637,4.818704837816767e-06
107000,53.06066833995283,32.181158289313316,32.181158289313316,3.006169390573632e-05
108000,53.200181948021054,32.24326038360596,32.24326038360596,3.807019766099984e-06
109000,53.36212211847305,32.297614723443985,32.297614723443985,1.559292468300555e-05
110000,53.493491439148784,32.3605972379446,32.3605972379446,1.0184170605498366e-05
111000,53.60186080634594,32.41090379655361,32.41090379655361,1.1811051081167534e-05
112000,53.7585332877934,32.46375919878483,32.46375919878483,9.140815564023796e-06
113000,53.924913035705686,32.52388485521078,32.52388485521078,4.907941729470622e-06
114000,54.07072534225881,32.57931986451149,32.57931986451149,6.86456723997253e-06
115000,54.220917500555515,32.62933507561684,32.62933507561684,8.206858183257282e-06
116000,54.36878743581474,32.671320885419846,32.671320885419846,4.788015576195903e-05
117000,54.46391718648374,32.726087391376495,32.726087391376495,1.9922983483411372e-05
118000,54.630255496129394,32.77442056685686,32.77442056685686,1.2910226359963417e-05
119000,54.777195036411285,32.83700432628393,32.83700432628393,1.5153116692090407e-05
120000,54.929748605936766,32.88670951873064,32.88670951873064,7.2427028499078006e-06
121000,55.097436763346195,32.93616785854101,32.93616785854101,1.7723261407809332e-05
122000,55.24030523374677,32.99115774035454,32.99115774035454,5.070868610346224e-06
123000,55.40308000519872,33.04647843539715,33.04647843539715,1.0697166544559877e-05
124000,55.55608393996954,33.10675007849932,33.10675007849932,1.1063431884394959e-05
125000,55.671149376779795,33.15241298824549,33.15241298824549,7.6160749813425355e-06
126000,55.78195133805275,33.20214620232582,33.20214620232582,5.634615263261367e-06
127000,55.92205277457833,33.24430534988642,33.24430534988642,1.0050346645584796e-05
128000,55.976784467697144,33.29242833703756,33.29242833703756,4.9507147195981815e-05
129000,56.085793539881706,33.33910170942545,33.33910170942545,1.1517497114255093e-05
130000,56.18946513161063,33.38284581899643,33.38284581899643,5.540027814276982e-06
131000,56.29190969839692,33.42938578873873,33.42938578873873,6.615907295781653e-06
132000,56.3891232162714,33.480040803551674,33.480040803551674,2.157764174626209e-05
133000,56.48825639858842,33.52831523120403,33.52831523120403,1.1995534805464558e-05
134000,56.55907533317804,33.57364817708731,33.57364817708731,2.6531191906542517e-05
135000,56.69393366575241,33.625524789094925,33.625524789094925,8.215704838221427e-06
136000,56.774133786559105,33.67377354204655,33.67377354204655,3.3535902730363887e-06
137000,56.89885014295578,33.73804949969053,33.73804949969053,6.731530447723344e-06
138000,56.98100934177637,33.788061045110226,33.788061045110226,1.8281241864315234e-05
139000,57.12224690616131,33.84282594919205,33.84282594919205,4.774296030518599e-06
140000,57.25097068026662,33.8961556404829,33.8961556404829,1.7072998161893338e-05
141000,57.42482032254338,33.93924982845783,33.93924982845783,1.1262307452852838e-05
142000,57.62692619487643,33.99691194295883,33.99691194295883,1.3494332961272448e-05
143000,57.73988268151879,34.05627118051052,34.05627118051052,7.463056135748047e-06
144000,57.81854420900345,34.10749829560518,34.10749829560518,3.719562300830148e-06
145000,57.85126729309559,34.15366721898317,34.15366721898317,6.265372576308437e-06
146000,57.91853800043464,34.19750554859638,34.19750554859638,4.046704816573765e-06
147000,57.94507119059563,34.24603998661041,34.24603998661041,8.851466191117652e-06
148000,58.00021443143487,34.28913355618715,34.28913355618715,7.966835255501792e-06
149000,58.07135673612356,34.32849191874266,34.32849191874266,6.178152034408413e-06
150000,58.14632762596011,34.375816226005554,34.375816226005554,1.1054507922381163e-05
151000,58.2357747964561,34.42067448794842,34.42067448794842,3.320682708363165e-06
152000,58.295217245817184,34.464933179318905,34.464933179318905,7.229173661471577e-06
153000,58.38852151483297,34.50381241738796,34.50381241738796,4.04878483095672e-06
154000,58.48813598975539,34.551861330866814,34.551861330866814,1.6807933207019232e-05
155000,58.56681823730469,34.594970278441906,34.594970278441906,3.693367943924386e-06
156000,58.670199640095234,34.628845393657684,34.628845393657684,9.389128535985947e-06
157000,58.75226142257452,34.668432250618935,34.668432250618935,2.088278779410757e-05
158000,58.858214288949966,34.71202065050602,34.71202065050602,1.484549829910975e-05
159000,58.9343701004982,34.75472363084555,34.75472363084555,6.247615147003671e-06
160000,59.02142597734928,34.79458576440811,34.79458576440811,5.945083103142679e-06
161000,59.10980827361345,34.838677041232586,34.838677041232586,4.702276783064008e-06
162000,59.238823764026165,34.88113633543253,34.88113633543253,2.3866678020567633e-05
163000,59.31149176880717,34.91913956403732,34.91913956403732,4.3199138417548966e-06
164000,59.40651476383209,34.950654074549675,34.950654074549675,4.0958725548989605e-06
165000,59.51828138157725,34.992744103074074,34.992744103074074,4.873284524364863e-06
166000,59.593969982117414,35.03480380028486,35.03480380028486,1.3852500160282943e-05
167000,59.70811711624265,35.06715741753578,35.06715741753578,1.5220339264487848e-05
168000,59.854342721402645,35.11722318083048,35.11722318083048,2.666222144398489e-06
169000,59.99723433703184,35.154124826192856,35.154124826192856,4.140099008509424e-06
170000,60.10562752187252,35.194817781448364,35.194817781448364,9.209991731040645e-06
171000,60.25129406526685,35.24068121612072,35.24068121612072,3.018234929186292e-05
172000,60.373575665056705,35.279632583260536,35.279632583260536,6.977644261496607e-06
173000,60.54722702130675,35.322284154593945,35.322284154593945,5.966570370219415e-06
174000,60.66768927872181,35.362151987850666,35.362151987850666,2.1158906747587025e-05
175000,60.79580347985029,35.39497531950474,35.39497531950474,2.584308822406456e-05
176000,60.94047728553414,35.43727884441614,35.43727884441614,5.438686457637232e-06
177000,61.08340906724334,35.47916392236948,35.47916392236948,6.661986844846979e-06
178000,61.20163852348924,35.51623475551605,35.51623475551605,3.4569957279018126e-06
179000,61.361321333795786,35.549325950443745,35.549325950443745,1.1571199138415977e-05
180000,61.49008949100971,35.58361403644085,35.58361403644085,3.021538077518926e-06
181000,61.591723281890154,35.619676880538464,35.619676880538464,1.368062112305779e-05
182000,61.7395944558084,35.65878605097532,35.65878605097532,4.655673365050461e-06
183000,61.84191935136914,35.702871046960354,35.702871046960354,4.865693881583866e-06
184000,61.95657674968243,35.73770756274462,35.73770756274462,6.82785776007222e-06
185000,62.059026185423136,35.78011354058981,35.78011354058981,8.954009899753146e-06
186000,62.227703910321,35.80758751183748,35.80758751183748,7.259634003276005e-06
187000,62.35420527681708,35.84224735200405,35.84224735200405,3.369117166585056e-06
188000,62.524142384529114,35.88143126666546,35.88143126666546,7.31561885913834e-06
